framenr,kanji,keyword,public,last_edited,story
321,冗,"superfluous",0,2016-11-09 19:31:12,"The king's crown was blown off by the wind. ""Oh well,"" he said, ""it's just a superfluous symbol."""
322,冥,"hell",0,2016-07-04 20:36:37,"There's a crown in the middle of hell. To get to it you need to cross some stonehenge archs and jump across 6 suns."
323,軍,"army",0,2016-06-22 19:48:50,"Imagine a *crown* is the hood ornament on every army *car*"
324,輝,"centellar",0,2017-08-15 15:27:18,"Las estrellas parece que centellan en la noche pero en realidad son ejércitos que defienden a su territorio de la invasión de la oscuridad con rayos de luz intermitentes."
325,運,"carry",0,2016-06-22 20:05:00,"An army of cars with little crowns is needed to carry Stalin statue."
326,冠,"crown",0,2016-06-22 20:21:23,"Glueing a crown onto a baby since the beginning."
327,夢,"dream",0,2018-06-05 00:57:20,"In Japan, ""flowers over your eyes"" is a metaphor for falling asleep and dreaming (just as the sandman is in the West). So we can make a little poem: 

*Flowers* over your *eyes*,
The *crown* of a perfect
     *evening*."
328,坑,"pit",0,2016-07-04 21:34:37,"Tazmanian Devil whirlwinds a pit into the soil.  Note: Take care difference between pit and rut."
329,高,"tall/expensive",0,2016-06-22 20:47:19,"Here we have TWO MOUTHS each wearing a different hat. The top one is wearing a TOP HAT which is know to be as a TALL hat. The bottom one is wearing a SPACE HELMET which is known as an EXPENSIVE hat. (this kanji means both)"
330,享,"receive/catch",0,2016-07-05 12:23:20,"In basketball however, tall children receive all the attention."
331,塾,"cram school",0,2016-06-22 21:10:52,"in #cram schools# *tall* kids treat the *round* ones like *dirt*"
332,熟,"ripe/madurar/mellow/mature",0,2016-06-22 21:23:52,"Pu the tall kid and the round one inside the oven. Fire it up 15 to 20 minutes. When the kids come out, they have matured."
333,亭,"pavilion",0,2016-06-22 21:33:36,"A nail has a crown with a pavilion in it."
334,京,"capital",0,2016-06-22 21:43:13,"The DF has tall buildings but it's small in size."
335,涼,"refreshing/すずしい",0,2016-06-22 23:08:53,"Open a faucet on the left of Guerrero and dirty water comes out of it. Open a faucet on the left of DF and icy cold clear water comes out."
336,景,"scenery",0,2016-07-02 21:11:14,"Imaging the sun rising over the capital--classic postcard scenery.

STRK ODR"
337,鯨,"whale",0,2016-06-22 23:39:50,"A giant fish silhouette approaches the capital by it's side. As you climb the Latinoamericana, the fish is revealed to be a whale"
338,舎,"cottage",0,2016-06-23 00:05:59,"Picture a *teapot* full of tasty cottage cheese... yum! Now all we need is an *umbrella* over it to protect the cottage cheese from the sun."
339,周,"circumference",0,2016-06-23 00:07:59,"Throwing off his hood to reveal a helmet made from a lidded crock, the man roared, ""I am Sir Cumference!"""
340,週,"week",0,2016-06-23 00:17:06,"Actually the week is like a never ending *road* where we travel in a circle through the same seven days again and again, the *circumference* is always the same. {周} also means circuit or lap, so that also makes think about the rotations of the moon, sun and the earth -- all important for measuring all kinds of time periods."
342,吉,"good luck",0,2016-06-23 00:59:23,"A samurai gives you a severed mouth that says good luck ala Monkey's Paw."
343,壮,"robust",0,2016-06-23 01:26:00,"A samurai uses a turtle shell as a shield, Robust +10, katanas chip off as they attack."
344,荘,"villa",0,2016-06-23 01:26:36,"The villa was full of many gardens of *flowers*, and was guarded by a *robust* *samurai* with his *turtle*-shell shield."
345,売,"sell",0,2016-06-23 01:39:56,"Door to door samurai selling little crowns with women leg attached."
346,学,"study/がく",0,2016-06-23 01:46:05,"Imagine a schoolhouse full of thousands of children in a deadly trance studying japanese style...repetition... Dun dun duuuun!"
347,覚,"memorize/(おぼ)える",0,2017-10-25 20:18:32,"You walk with your legs to the schoolhouse to see some random words and try to memorize them for the exam"
348,栄,"flourish",0,2016-06-23 01:53:00,"The TREES FLOURISH in the CLASSROOM, a little too much perhaps, there's no room for the students any more."
349,書,"write",0,2016-07-07 21:58:19,"Make sure you practice #writing# kanji with a *brush* every *day* before the *sun* goes down."
350,津,"haven",0,2016-06-23 02:26:40,"When caught out on the *water* in bad weather it would be great to be able to use a *brush* to paint in a safe haven on the chart."
351,牧,"breed",0,2016-06-23 02:39:29,"the *cow* is forced by the *Hitler* to breed"
352,攻,"aggression",0,2016-06-23 02:46:28,"imagine gay hitler growling in anger like MAD MAD MAD as he whacks poland [hitler is giant and standing on a map] with an i-beam in a fit of agression"
354,枚,"sheet (count.)",0,2016-07-08 20:16:22,"*Hitler* cutting sheets of paper off a tree with his bare hands."
355,故,"happenstance",1,2016-06-23 21:11:40,"It's no happenstance that an old tombstone fell besides Hitler in the street."
356,敬,"awe",0,2016-06-23 21:18:58,"The *flowery phrases* used by *Hitler* held all his listeners in awe."
358,警,"admonish",0,2016-06-23 22:16:06,"The *flowery phrases* used by *Hitler* held all his listeners in awe.
Then shit hit the roof and a giant mouth started reprimanding Hitler for his actions."
359,計,"Project",0,2016-06-23 22:43:48,"When doing a Project 10 mouths are needed so it doesn't flop."
360,詮,"aclarar",0,2016-06-23 23:00:42,"Speaking aclara everything."
361,獄,"prison",0,2016-06-23 23:17:25,"The wild dog family visits their cousin in prison. They exchange words over the interphone at the visiting booth."
362,訂,"revise",0,2016-06-23 23:22:43,"When you are revising a paper, at every word that is wrong you stick a nail to the side of it. When you finish , the revised version is complete."
363,訃,"obituary",0,2016-06-23 23:28:19,"In the Harry Potter world, obituary's are magical.  If you wave your wand over them you can hear the person's last words.  Creepy!"
364,討,"chastise",0,2017-08-15 16:33:45,"The man that comitted adultery was chastised. He was emasculated with a word sword and cauterized with some glue."
365,訓,"instruction",0,2016-06-24 21:02:15,"This is the first half of the kanji combination with {順}. Watch at the person's *words*, their #instructions#, turn into a *stream* which then can be put into the subjects head for them to {順}."
366,詔,"imperial edict",0,2016-06-24 21:24:45,">NOT SPOKEN ALOUD>HAD SENSE OF DEPTH IN VISION
The mnemonic ""words to seduce the masses"" was just too vague and I kept forgetting it. So now instead I picture a seductive female reading aloud the imperial edict to the masses, thus ""seducing"" the masses."
367,詰,"packed",0,2016-07-08 20:45:00,">QUICK MEMORIZATION>
Nowadays, grafitti comes pre-packaged. The factory takes a bunch of *words* and *aerosol cans* and then makes sure the words get tightly packed inside. All you have to do is spray and everything takes care of itself!"
368,話,"tale",0,2016-06-24 23:52:30,"A severed tongue starts bleeding words and when dried off, a bloody Ducktales logo come out."
369,詠,"recitation",0,2016-06-25 00:06:05,"A recitation so eternal that the words stop the impending drop of water."
370,詩,"poem",0,2016-06-25 00:08:39,"a poem is a *temple* of *words*"
372,読,"read/よむ",0,2016-07-02 21:04:13,"Go to vegas, get a slot machine. Get homr. It breaks. Fly back to vegas. Smackclerk with words, YOU SOLD ME SOMETHING THAT DOESNT WORK. Get restrained. clerk gets up. Snatches Slot machine. Points out to the small letters. ""Not a toy"". Everyone in the store says. READ!!!

MAKE EMPASHS IN WORD SMACK"
373,調,"tune",0,2016-07-08 20:49:45,"When tuning the weird instrument you need to turn both circumferences around so you can get a nice tone going."
374,談,"discuss(not argument)",0,2016-07-08 21:18:02,"When discussing something, people words stack up. 
When someone starts a flame, the words light up."
375,諾,"consent",0,2016-07-08 21:19:12,"When fighting a boss, the young lass started attacking with words. Seeing it as useless she started crying. Dad comes in. Gives her consent. OHKO"
376,諭,"reprimienda/PETA",0,2016-06-25 01:24:11,"A PETA activist *speaks* at a *meeting* of *butchers* to #reprensión# them."
377,式,"style",0,2016-06-25 21:09:02,"Each Indian tribe crafts their arrows in a certain style..

Link is so stylish that he snipes you from across the stage with I-beam arrows."
378,試,"test",0,2016-06-25 21:16:09,"In an essay test, you are judged on both your choice of *words* and your writing *style*."
379,弐,"II (two)",0,2016-07-02 21:05:03,"II: To remember this Roman numeral, give each soldier *I quiver* and II *arrows*.

STRK ORD"
380,域,"range",0,2016-07-08 21:28:38,"An astronaut lands back at the Earth, kisses the *earth* beneath him with his *mouth*, then heads off to a *fiesta* to celebrate a safe flight."
381,賊,"burglar",0,2016-06-25 21:59:03,"A burglar sneaks in while we fiesta and uses a needle to open the safe with all the shekels inside."
382,栽,"plantation",0,2016-07-02 21:22:05,"The plantation is where we get our Christmas trees. We pick them out at Dia de Muertos to be sure we get a good one.


NOT A SINGLE ELEMENT REMEMBERED BESIDES DIADEMUERTOS"
383,載,"load",0,2016-06-26 00:29:02,"Load the candy skulls into the *car* in preparation for the *Dia de Muertos*."
384,茂,"overgrown",0,2016-06-26 01:20:19,"the *gay parade* looks astonishing, as if overgrown with *flowers*"
385,戚,"relatives",0,2016-07-08 21:43:48,"When you take visiting relatives to a *parade*, hold the *little* ones *up above* so they can see over the crowd."
386,成,"turn into",0,2016-07-08 21:49:08,"The gay parade has turned into a bloodbath after the bandits used daggers to attack.

STUDY STRK ODR ALSO PRIM"
387,城,"castle",0,2016-06-26 01:57:38,"""Someday this mound of *dirt* here  will *turn into* our CASTLE"", the ants think to themselves when scoping out a new ant hill."
388,誠,"sincerity",0,2018-01-26 19:01:56,"Sincerity happens when what you *say* actually *turns into* something.

MAKING A SIGN DOES NOT WORK
^HOW OLD IS THAT SHIT?
FORGOTTEN"
389,威,"intimidate",0,2016-06-26 02:33:43,"The *march* of *women* - against *intimidation* in the workplace -  is pretty *intimidating* in itself!"
390,滅,"destroy",0,2016-06-26 22:59:28,"Fire marching outside the house. Firemen come and put it out with a big hose."
391,減,"diminish",0,2016-06-26 23:07:42,"when WATER was tossed on the PROTESTORS (a march of mouths), the numbers began to diminish."
392,蔑,"despise",0,2016-06-27 04:38:39,"They gays were #despised# by society, so they put *flowers* above their *eyes* and *marched* around."
393,桟,"scaffold",0,2016-06-27 05:03:50,"You need a SCAFFOLD made of WOOD to build a FLOAT if it will be several stories high."
394,銭,"coin",0,2016-07-02 20:37:21,"Throw a gold ingot to a float and the float converts it to little golden coins.

STUDY PRIMITIVE"
395,浅,"shallow",0,2016-06-27 05:34:43,"A *parade float* full of devout Christians is attempting to recreate Jesus' walking on *water* phenomenon.  They claim to be able to do it because of faith, but only reason they are managing to do it is because the water is shallow."
396,止,"stop",0,2016-06-27 05:46:02,"This looks like a little police officer sticking his hand out (first two strokes) signaling for cars to stop as a schoolboy/girl is following behind (third stroke). The final stroke is the road."
397,歩,"walk",0,2016-07-01 12:48:25,"#Tip:# This comes up as a primitive in 3 other jouyou kanji. using walk as a primitive isn't helpful because there is walking in practically every story you make; it's hard to decide when its supposed to be important. make it *mechanical legs*. it keeps it memorable and distinct from *walking legs* 夂 and *human legs* 儿 and, if you opt for it, *peg leg* 足. consider working this into your story  for 歩 in advance!"
398,渉,"ford/vado",0,2016-07-01 13:24:09,"A ford is a place where one can walk through the water, a place only a few footsteps deep."
399,頻,"repeatedly",0,2017-02-21 20:54:36,"Cable mechanical legs repeatedly walked on Deadpool's head."
400,肯,"agreement",0,2018-02-09 18:21:13,"Neil Armstrong had an agreement with NASA: I will be the first one to leave a FOOTPRINT on the MOON. REMEMBER the position: the  FOOTPRINT is over the MOON.
FORGOTTEN"
401,企,"undertake",0,2016-07-08 21:51:38,"The Undertaker is an evil WWE wrestler - he beat his opponent with an *umbrella* until he stopped AND STARTED USING A STOP SIGN."
402,歴,"curriculum",0,2016-07-09 12:40:51,"A CURRICULUM is a *calendar* that replaces days with reasons to *stop* having fun."
403,武,"warrior",0,2016-07-09 13:21:54,"ONE-ARROW can STOP a warrior."
404,賦,"levy/cuota",0,2016-07-09 13:42:59,"A *warrior* stands guard at a bridge collecting *shells* as a #levy# for any who want to pass."
405,正,"correct/tally",0,2016-07-09 13:53:59,"Bludgeoning someone with a stop sign one time is the correct way to kill someone."
406,証,"evidence",0,2016-07-09 13:57:45,"Your words must be absolutely correct if you plan to use them as evidence"
407,政,"politics",0,2016-07-09 14:06:28,"In the 1930's the correct way of politics was to heil Hitler."
408,定,"determine",0,2016-07-13 21:20:14,"The correct man comes into your house to determine the necessary mending. Another correct man enters you house to repair those things that need mending."
409,錠,"lock",0,2016-07-13 21:38:37,"My girlfriend has a *metal* chastity belt - I must *determine* how to open the lock!

(thanks Shibo)"
410,走,"run",0,2016-07-13 21:44:28,"If you want to mend the road, I suggest you run 10 kilometers a day on it."
